  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
278,    P-2628,   2025/07/31 06:04:42,           1-29,4,-9.503,12972.539,18367,0,1,                                        ,                                        ,                 H2O,1753967388,0.196,2.042,68.451,0,0.02,1.637,209.006,0.08,5.056,114.148,0.727,-15.585,0,0,1,43.562,1,29,5,20250722_TristanCaro,0,1
279,    P-2628,   2025/07/31 06:13:41,           1-29,5,-9.497,12974.176,18679,0,1,                                        ,                                        ,                 H2O,1753967927,0.198,1.885,66.236,0,-0.003,1.58,211.37,-0.807,5.197,116.209,0.729,-15.903,0,0,1,43.5,1,29,5,20250722_TristanCaro,0,1
280,    P-2628,   2025/07/31 06:22:41,           1-29,6,-9.503,12979.839,18701,0,1,                                        ,                                        ,                 H2O,1753968468,0.194,1.913,67.1,0,0.008,1.6,211.549,-0.829,5.207,116.6,0.729,-15.957,0,0,1,43.5,1,29,5,20250722_TristanCaro,0,1
281,    P-2628,   2025/07/31 06:31:41,           1-29,7,-9.519,12982.459,18721,0,1,                                        ,                                        ,                 H2O,1753969007,0.204,1.999,67.196,0,0.009,1.601,211.52,-0.707,5.199,117.343,0.73,-15.836,0,0,1,43.5,1,29,5,20250722_TristanCaro,0,1
282,    P-2628,   2025/07/31 06:40:41,           1-29,8,-9.51,12982.303,18748,0,1,                                        ,                                        ,                 H2O,1753969547,0.21,1.785,67.412,0,-0.002,1.6,211.763,-0.577,5.19,116.977,0.728,-16.033,0,0,1,43.5,1,29,5,20250722_TristanCaro,0,1
283,    P-2628,   2025/07/31 06:49:41,           1-29,9,-9.848,12981.909,18666,0,1,                                        ,                                        ,                 H2O,1753970087,0.213,1.974,66.91,0,0.004,1.593,212.759,-5.636,5.486,122.287,0.726,-15.947,0,0,1,43.562,1,29,5,20250722_TristanCaro,0,1
284,    P-2629,   2025/07/31 07:00:57,           1-01,1,-10.567,1431.66,19367,-1,1,                                        ,                                        ,                 H2O,1753970764,0.112,41.236,70.181,0.001,0.974,1.666,207.044,22.362,3.154,102.232,0.722,-1.893,0,0,1,43.5,1,1,6,20250722_TristanCaro,0,1
285,    P-2629,   2025/07/31 07:09:58,           1-01,2,-10.858,549.643,18840,-1,1,                                        ,                                        ,                 H2O,1753971304,0.107,39.26,66.962,0,0.933,1.592,202.361,28.205,2.532,92.226,0.721,-1.608,0,0,1,43.5,1,1,6,20250722_TristanCaro,0,1
286,    P-2629,   2025/07/31 07:18:59,           1-01,3,-10.921,364.046,18675,-1,1,                                        ,                                        ,                 H2O,1753971845,0.107,33.532,68.05,0.001,0.801,1.626,201.133,29.289,2.399,89.173,0.721,-1.713,0,0,1,43.5,1,1,6,20250722_TristanCaro,0,1
287,    P-2629,   2025/07/31 07:28:00,           1-01,4,-10.933,275.528,18408,0,1,                                        ,                                        ,                 H2O,1753972386,0.105,29.42,66.458,0.001,0.699,1.58,199.438,29.028,2.346,88.236,0.721,-1.58,0,0,1,43.5,1,1,6,20250722_TristanCaro,0,1
288,    P-2629,   2025/07/31 07:37:00,           1-01,5,-10.907,225.987,18674,0,1,                                        ,                                        ,                 H2O,1753972926,0.101,26.325,66.894,0.001,0.625,1.589,201.01,29.792,2.366,88.856,0.721,-1.611,0,0,1,43.5,1,1,6,20250722_TristanCaro,0,1
289,    P-2629,   2025/07/31 07:46:01,           1-01,6,-10.969,185.193,18435,0,1,                                        ,                                        ,                 H2O,1753973468,0.101,24.144,66.541,0,0.574,1.582,199.885,25.98,2.685,95.183,0.721,-0.629,0,0,1,43.5,1,1,6,20250722_TristanCaro,0,1
290,    P-2629,   2025/07/31 07:55:02,           1-01,7,-10.938,157.008,18547,0,1,                                        ,                                        ,                 H2O,1753974008,0.087,22.152,66.325,0,0.528,1.583,200.429,28.856,2.412,89.31,0.722,-1.437,0,0,1,43.562,1,1,6,20250722_TristanCaro,0,1
291,    P-2629,   2025/07/31 08:04:03,           1-01,8,-10.919,138.795,18686,0,1,                                        ,                                        ,                 H2O,1753974549,0.102,20.634,65.858,0,0.49,1.564,201.139,30.045,2.34,88.092,0.722,-1.645,0,0,1,43.5,1,1,6,20250722_TristanCaro,0,1
292,    P-2629,   2025/07/31 08:13:03,           1-01,9,-10.954,123.124,18389,0,1,                                        ,                                        ,                 H2O,1753975089,0.099,19.46,65.496,0,0.463,1.559,199.134,29.856,2.296,87.013,0.72,-1.511,0,0,1,43.5,1,1,6,20250722_TristanCaro,0,1
293,    P-2630,   2025/07/31 08:24:21,           1-02,1,-10.484,3166.778,18883,-1,1,                                        ,                                        ,                 H2O,1753975766,0.115,6.444,65.483,0.001,0.152,1.556,205.139,22.141,2.938,91.562,0.721,-5.212,0,0,1,43.5,1,2,6,20250722_TristanCaro,0,1
294,    P-2630,   2025/07/31 08:33:22,           1-02,2,-10.477,3382.827,18811,-1,1,                                        ,                                        ,                 H2O,1753976308,0.117,6.701,66.393,0.001,0.159,1.576,204.705,21.201,3.026,92.499,0.722,-5.25,0,0,1,43.5,1,2,6,20250722_TristanCaro,0,1
295,    P-2630,   2025/07/31 08:42:22,           1-02,3,-10.484,3433.199,18588,-1,1,                                        ,                                        ,                 H2O,1753976848,0.108,7.545,66.246,0.001,0.179,1.573,203.411,21.087,2.974,91.049,0.721,-5.348,0,0,1,43.562,1,2,6,20250722_TristanCaro,0,1
296,    P-2630,   2025/07/31 08:51:23,           1-02,4,-10.482,3455.252,18613,0,1,                                        ,                                        ,                 H2O,1753977389,0.112,8.088,66.317,0,0.193,1.583,203.55,20.792,3.013,92.223,0.721,-5.261,0,0,1,43.438,1,2,6,20250722_TristanCaro,0,1
297,    P-2630,   2025/07/31 09:00:24,           1-02,5,-10.466,3464.867,18469,0,1,                                        ,                                        ,                 H2O,1753977930,0.114,8.276,66.427,0.001,0.198,1.591,202.861,20.921,2.927,89.893,0.722,-5.539,0,0,1,43.5,1,2,6,20250722_TristanCaro,0,1
298,    P-2630,   2025/07/31 09:09:24,           1-02,6,-10.598,3467.995,18557,0,1,                                        ,                                        ,                 H2O,1753978470,0.106,8.425,66.924,0,0.2,1.589,204.146,16.405,3.295,98.207,0.722,-4.681,0,0,1,43.562,1,2,6,20250722_TristanCaro,0,1
299,    P-2630,   2025/07/31 09:18:25,           1-02,7,-10.507,3469.98,18445,0,1,                                        ,                                        ,                 H2O,1753979011,0.11,8.396,66.641,0,0.199,1.583,202.63,19.871,3.051,92.472,0.722,-5.037,0,0,1,43.562,1,2,6,20250722_TristanCaro,0,1
300,    P-2630,   2025/07/31 09:27:26,           1-02,8,-10.493,3469.39,18331,0,1,                                        ,                                        ,                 H2O,1753979552,0.113,8.207,65.656,0,0.196,1.567,201.716,21.264,2.928,88.553,0.721,-5.405,0,0,1,43.438,1,2,6,20250722_TristanCaro,0,1
301,    P-2630,   2025/07/31 09:36:27,           1-02,9,-10.507,3468.504,18566,0,1,                                        ,                                        ,                 H2O,1753980093,0.119,8.25,66.94,0.001,0.197,1.598,203.393,21.045,2.952,90.576,0.721,-5.524,0,0,1,43.438,1,2,6,20250722_TristanCaro,0,1
302,    P-2631,   2025/07/31 09:47:45,           1-03,1,-9.99,7508.255,19137,-1,1,                                        ,                                        ,                 H2O,1753980771,0.16,6.547,66.418,0,-0.147,1.574,210.792,10.747,4.024,102.438,0.723,-10.564,0,0,1,43.375,1,3,6,20250722_TristanCaro,0,1
303,    P-2631,   2025/07/31 09:56:46,           1-03,2,-9.947,7803.663,18713,-1,1,                                        ,                                        ,                 H2O,1753981312,0.158,6.288,65.832,0,-0.147,1.566,208.131,10.029,4.026,100.028,0.724,-10.821,0,0,1,43.438,1,3,6,20250722_TristanCaro,0,1
304,    P-2631,   2025/07/31 10:05:47,           1-03,3,-9.918,7890.701,18717,-1,1,                                        ,                                        ,                 H2O,1753981853,0.154,4.471,66.572,0,-0.103,1.585,208.099,10.099,4.004,101.721,0.723,-10.752,0,0,1,43.438,1,3,6,20250722_TristanCaro,0,1
305,    P-2631,   2025/07/31 10:14:47,           1-03,4,-10.13,7930.698,18540,0,1,                                        ,                                        ,                 H2O,1753982394,0.15,2.765,66.069,0,-0.06,1.573,208.124,4.919,4.323,107.989,0.723,-10.118,0,0,1,43.5,1,3,6,20250722_TristanCaro,0,1
306,    P-2631,   2025/07/31 10:23:48,           1-03,5,-9.98,7952.019,18635,0,1,                                        ,                                        ,                 H2O,1753982934,0.162,2.025,66.572,0,-0.042,1.584,208.012,8.797,4.108,101.539,0.723,-10.773,0,0,1,43.5,1,3,6,20250722_TristanCaro,0,1
307,    P-2631,   2025/07/31 10:32:49,           1-03,6,-9.921,7965.978,18622,0,1,                                        ,                                        ,                 H2O,1753983475,0.155,1.421,66.878,0,-0.024,1.593,207.608,9.769,4.006,101.169,0.723,-10.777,0,0,1,43.5,1,3,6,20250722_TristanCaro,0,1
308,    P-2631,   2025/07/31 10:41:49,           1-03,7,-9.925,7975.141,18615,0,1,                                        ,                                        ,                 H2O,1753984015,0.151,1.068,66.611,0,-0.011,1.587,207.512,9.628,4.017,101.591,0.723,-10.721,0,0,1,43.5,1,3,6,20250722_TristanCaro,0,1
309,    P-2631,   2025/07/31 10:50:49,           1-03,8,-9.925,7983.953,18621,0,1,                                        ,                                        ,                 H2O,1753984555,0.159,1.109,66.111,0,-0.008,1.58,207.735,9.829,4.004,100.065,0.724,-11.027,0,0,1,43.562,1,3,6,20250722_TristanCaro,0,1
310,    P-2631,   2025/07/31 10:59:50,           1-03,9,-9.931,7985.986,18606,0,1,                                        ,                                        ,                 H2O,1753985096,0.166,1.033,66.304,0.001,0.004,1.578,207.395,10.18,3.981,100.571,0.723,-10.785,0,0,1,43.438,1,3,6,20250722_TristanCaro,0,1
311,    P-2632,   2025/07/31 11:11:08,           1-04,1,-8.562,17987.524,19010,-1,1,                                        ,                                        ,                 H2O,1753985774,0.262,37.56,65.368,0.001,-0.883,1.553,216.719,-11.592,6.627,136.332,0.746,-21.203,0,0,1,43.5,1,4,6,20250722_TristanCaro,0,1
312,    P-2632,   2025/07/31 11:20:09,           1-04,2,-8.536,18701.656,18666,-1,1,                                        ,                                        ,                 H2O,1753986315,0.293,35.58,68.262,-0.002,-0.84,1.62,214.811,-12.36,6.686,134.192,0.746,-21.811,0,0,1,43.562,1,4,6,20250722_TristanCaro,0,1
313,    P-2632,   2025/07/31 11:29:10,           1-04,3,-8.495,18929.969,18752,-1,1,                                        ,                                        ,                 H2O,1753986856,0.279,29.391,67.389,-0.001,-0.688,1.59,215.451,-12.923,6.791,135.632,0.75,-22.042,0,0,1,43.5,1,4,6,20250722_TristanCaro,0,1
314,    P-2632,   2025/07/31 11:38:11,           1-04,4,-8.487,19033.862,18664,0,1,                                        ,                                        ,                 H2O,1753987397,0.269,25.074,67.137,0,-0.589,1.594,214.85,-12.974,6.753,136.244,0.746,-21.938,0,0,1,43.5,1,4,6,20250722_TristanCaro,0,1
315,    P-2632,   2025/07/31 11:47:12,           1-04,5,-8.499,19092.285,18692,0,1,                                        ,                                        ,                 H2O,1753987938,0.279,22.197,67.072,0,-0.521,1.593,215.153,-13.518,6.826,136.343,0.755,-22.037,0,0,1,43.562,1,4,6,20250722_TristanCaro,0,1
316,    P-2632,   2025/07/31 11:56:14,           1-04,6,-8.465,19130.328,18660,0,1,                                        ,                                        ,                 H2O,1753988480,0.291,20.322,67.033,0,-0.476,1.598,214.696,-12.968,6.781,137.21,0.751,-21.796,0,0,1,43.562,1,4,6,20250722_TristanCaro,0,1
317,    P-2632,   2025/07/31 12:05:14,           1-04,7,-8.523,19152.766,18661,0,1,                                        ,                                        ,                 H2O,1753989020,0.252,17.27,69.544,0.001,-0.402,1.657,214.937,-13.58,6.834,137.043,0.756,-21.912,0,0,1,43.562,1,4,6,20250722_TristanCaro,0,1
318,    P-2632,   2025/07/31 12:14:15,           1-04,8,-8.498,19175.484,18617,0,1,                                        ,                                        ,                 H2O,1753989561,0.263,16.934,66.99,0,-0.397,1.599,214.603,-13.613,6.819,137.1,0.75,-21.861,0,0,1,43.625,1,4,6,20250722_TristanCaro,0,1
319,    P-2632,   2025/07/31 12:23:16,           1-04,9,-8.499,19197.098,18620,0,1,                                        ,                                        ,                 H2O,1753990101,0.276,15.262,66.799,0.001,-0.355,1.598,214.711,-13.663,6.817,136.922,0.751,-22.017,0,0,1,43.562,1,4,6,20250722_TristanCaro,0,1
320,    P-2633,   2025/07/31 12:34:33,           1-05,1,-5.719,37022.661,18979,-1,1,                                        ,                                        ,                 H2O,1753990780,0.533,77.352,66.971,-0.001,-1.81,1.594,224.959,-45.589,11.7,199.305,1.236,-37.089,0,0,1,43.562,1,5,6,20250722_TristanCaro,0,1
321,    P-2633,   2025/07/31 12:43:35,           1-05,2,-5.468,38384.176,18672,-1,1,                                        ,                                        ,                 H2O,1753991321,0.471,76.956,71.279,-0.001,-1.793,1.679,223.204,-47.029,11.835,199.457,1.166,-37.716,0,0,1,43.5,1,5,6,20250722_TristanCaro,0,1
322,    P-2633,   2025/07/31 12:52:36,           1-05,3,-5.276,38805.837,18633,-1,1,                                        ,                                        ,                 H2O,1753991861,0.544,67.165,67.865,0.001,-1.542,1.591,222.553,-47.211,11.916,201.491,1.283,-37.389,0,0,1,43.5,1,5,6,20250722_TristanCaro,0,1
323,    P-2633,   2025/07/31 13:01:36,           1-05,4,-5.367,39001.726,18632,0,1,                                        ,                                        ,                 H2O,1753992400,0.485,59.316,65.53,0.001,-1.358,1.547,223.054,-47.717,11.98,201.647,1.256,-38.062,0,0,1,43.438,1,5,6,20250722_TristanCaro,0,1
324,    P-2633,   2025/07/31 13:10:37,           1-05,5,-5.343,39104.842,18581,0,1,                                        ,                                        ,                 H2O,1753992942,0.557,56.371,67.788,0,-1.266,1.587,222.557,-48.004,11.977,202.549,1.241,-37.788,0,0,1,43.438,1,5,6,20250722_TristanCaro,0,1
325,    P-2633,   2025/07/31 13:19:37,           1-05,6,-5.604,39186.789,18654,0,1,                                        ,                                        ,                 H2O,1753993484,0.525,53.602,70.258,0,-1.184,1.62,224.266,-49.857,12.1,201.542,1.345,-39.185,0,0,1,43.375,1,5,6,20250722_TristanCaro,0,1
326,    P-2633,   2025/07/31 13:28:37,           1-05,7,-5.354,39228.828,18634,0,1,                                        ,                                        ,                 H2O,1753994026,0.512,47.304,67.569,0.002,-1.041,1.565,223.322,-48.581,12.039,200.194,1.289,-38.421,0,0,1,43.375,1,5,6,20250722_TristanCaro,0,1
327,    P-2633,   2025/07/31 13:37:38,           1-05,8,-5.154,39284.19,18518,0,1,                                        ,                                        ,                 H2O,1753994562,0.505,43.419,64.954,0.002,-0.967,1.55,221.507,-47.417,11.947,201.378,1.3,-37.144,0,0,1,43.375,1,5,6,20250722_TristanCaro,0,1
328,    P-2633,   2025/07/31 13:46:38,           1-05,9,-5.249,39312.086,18679,0,1,                                        ,                                        ,                 H2O,1753995103,0.546,46.085,70.528,-0.002,-1.01,1.644,223.24,-47.8,12.046,201.414,1.202,-38.1,0,0,1,43.438,1,5,6,20250722_TristanCaro,0,1
329,    P-2634,   2025/07/31 13:58:54,           1-01,1,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,1,1,7,SyringeCleaning_NMP_mqH2O_5xRinse,0,1
